City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed(mph)
Azángaro,100,PE,1613633530,93,-14.9167,-70.2167,34.97,1.41
Seguin,100,US,1613633531,90,29.5688,-97.9647,30.0,1.99
Lagoa,99,PT,1613633531,81,39.05,-27.9833,58.71,34.65
Campina Verde,0,BR,1613633531,89,-19.5356,-49.4864,68.41,2.08
Ilulissat,90,GL,1613633531,72,69.2167,-51.1,5.0,9.22
Deputatsky,98,RU,1613633531,88,69.3,139.9,-27.71,1.39
Aswān,0,EG,1613633532,37,24.0934,32.907,56.28,14.43
Les Cayes,16,HT,1613633532,80,18.2,-73.75,73.98,3.8
Ginda,20,IN,1613633532,35,30.6945,78.4932,75.2,4.61
Tiarei,75,PF,1613633532,65,-17.5333,-149.3333,82.4,9.22
Awjilah,0,LY,1613633532,56,29.1081,21.2869,55.87,9.86
Necochea,17,AR,1613633533,99,-38.5473,-58.7368,59.0,3.0
Kudahuvadhoo,1,MV,1613633533,76,2.6708,72.8944,81.93,12.01
Sørland,0,NO,1613633533,69,67.667,12.6934,33.8,6.91
Harper,55,LR,1613633533,89,4.375,-7.7169,73.87,7.4
Narsaq,75,GL,1613633533,57,60.9167,-46.05,14.0,1.14
Adrar,100,MR,1613633534,25,20.5022,-10.0711,67.05,5.41
Gerāsh,0,IR,1613633415,23,27.6652,54.1371,71.6,7.92
Ritchie,0,ZA,1613633534,24,-29.038,24.6028,78.8,6.91
Coahuayana Viejo,7,MX,1613633534,86,18.7333,-103.6833,60.64,3.44
Neuquén,0,AR,1613633357,52,-38.9516,-68.0591,64.4,9.22
Polunochnoye,0,RU,1613633535,85,60.8697,60.4153,-11.27,2.82
Bemidji,40,US,1613633535,84,47.4736,-94.8803,-5.01,2.64
Lianzhou,0,CN,1613633535,35,24.7811,112.3825,68.58,3.87
Vestmanna,75,FO,1613633535,100,62.1564,-7.1664,42.8,6.91
Sarangani,100,PH,1613633536,68,5.4033,125.4636,83.73,5.84
Bonoua,20,CI,1613633536,94,5.2741,-3.595,77.0,1.41
Port-Gentil,98,GA,1613633536,76,-0.7193,8.7815,80.82,8.9
Hede,0,CN,1613633536,44,33.7681,120.2517,46.6,7.72
Pingliang,22,CN,1613633536,35,35.5392,106.6861,52.48,5.39
Kaseda-shirakame,75,JP,1613633537,65,31.4167,130.3167,41.0,17.27
Noyabrsk,57,RU,1613633537,84,63.1994,75.4507,-24.12,9.69
Murgab,90,TM,1613633537,24,37.4966,61.9714,64.4,13.8
Yerbogachën,100,RU,1613633537,89,61.2767,108.0108,-7.11,4.25
Rzhev,59,RU,1613633538,91,56.2624,34.3282,-1.71,5.08
Sergeevka,100,KZ,1613633538,94,53.88,67.4158,4.71,20.58
Ayagoz,19,KZ,1613633538,84,47.9714,80.4392,35.28,5.64
Gaomi,0,CN,1613633538,21,36.3833,119.7528,44.6,6.71
São Gabriel da Cachoeira,100,BR,1613633539,98,-0.1303,-67.0892,72.43,0.72
Salalah,75,OM,1613633539,57,17.0151,54.0924,78.8,8.05
São Filipe,62,CV,1613633539,71,14.8961,-24.4956,70.75,9.08
Starominskaya,100,RU,1613633474,90,46.53,39.0497,21.34,5.86
Aykhal,100,RU,1613633539,84,66.0,111.5,-17.79,2.1
East Millcreek,40,US,1613633540,93,40.7,-111.8105,26.01,2.06
East London,0,ZA,1613633540,68,-33.0153,27.9116,73.4,19.57
Sindor,52,RU,1613633540,89,62.8629,51.8905,-12.39,4.23
Rawson,0,AR,1613633540,56,-43.3002,-65.1023,62.31,3.76
Miraflores,1,MX,1613633540,24,19.2167,-98.8083,55.4,3.2
Klyuchi,100,RU,1613633541,95,52.2667,79.1667,11.08,9.93
Gönen,75,TR,1613633267,93,40.1049,27.654,21.2,7.05
General Roca,0,AR,1613633541,52,-39.0333,-67.5833,64.4,9.22
Baghdad,0,IQ,1613633382,35,33.3406,44.4009,57.2,13.8
Antofagasta,0,CL,1613633284,88,-23.65,-70.4,62.6,4.61
Sitka,75,US,1613633542,49,57.0531,-135.33,42.8,11.5
Zasheyek,32,RU,1613633542,93,67.4066,32.5499,0.09,2.89
Mutsu,75,JP,1613633542,69,41.2894,141.2169,33.8,14.97
San Felipe,100,VE,1613633542,89,10.3399,-68.7425,69.8,5.86
Balvi,0,LV,1613633543,91,57.1313,27.2658,-1.7,1.36
Angoram,100,PG,1613633543,83,-4.0625,144.0661,81.0,4.0
Valle de Allende,0,MX,1613633543,65,26.9333,-105.4,45.05,3.56
Batemans Bay,32,AU,1613633543,79,-35.7167,150.1833,72.0,1.99
Saint-Joseph,0,RE,1613633543,70,-21.3667,55.6167,87.8,10.36
Shingū,40,JP,1613633423,45,33.7333,135.9833,39.2,17.27
Muzhi,100,RU,1613633544,85,65.3667,64.6667,-12.3,5.84
San Quintín,0,MX,1613633544,78,30.4833,-115.95,54.66,3.67
Aquiraz,40,BR,1613633545,83,-3.9014,-38.3911,80.6,4.61
La Orilla,48,MX,1613633545,90,17.9833,-102.2333,62.69,5.53
Emerald,75,AU,1613633546,26,-23.5333,148.1667,93.2,12.66
Pasni,19,PK,1613633546,52,25.2631,63.471,74.89,9.71
Severo-Yeniseyskiy,100,RU,1613633547,89,60.3725,93.0408,-7.65,11.65
Ahipara,11,NZ,1613633547,74,-35.1667,173.1667,62.51,9.66
Gizo Government Station,100,SB,1613633548,78,-8.103,156.8419,80.17,5.91
Mt. Pleasant,90,US,1613633548,100,32.7941,-79.8626,50.0,11.99
Margate,100,GB,1613633448,78,51.3813,1.3862,46.99,5.01
Umm Kaddadah,0,SD,1613633548,28,13.6017,26.6876,60.85,23.91
Vanavara,100,RU,1613633549,89,60.34,102.2797,0.95,8.19
Rafai,97,CF,1613633549,33,4.95,23.9167,75.76,5.66
Tacna,0,PE,1613633549,68,-18.0056,-70.2483,66.2,4.61
Naze,75,JP,1613633549,76,28.3667,129.4833,50.0,14.97
Saint-Louis,100,SN,1613633549,41,16.3333,-15.0,75.2,2.3
Gunjur,86,GM,1613633550,60,13.2019,-16.7339,71.6,11.68
Klaksvík,75,FO,1613633550,100,62.2266,-6.589,42.8,6.91
West Bay,46,KY,1613633550,76,19.3667,-81.4167,79.0,1.01
Juegang,0,CN,1613633550,29,32.3174,121.1855,46.99,9.24
Bagdarin,100,RU,1613633551,88,54.4333,113.6,19.8,3.98
Port Hawkesbury,90,CA,1613633551,73,45.6169,-61.3485,19.99,11.5
Mount Gambier,0,AU,1613633474,18,-37.8333,140.7667,95.0,19.57
Okhotsk,99,RU,1613633551,88,59.3833,143.3,2.07,10.42
Jackson,1,US,1613633551,75,42.4165,-122.8345,39.2,3.44
La Ronge,1,CA,1613633552,77,55.1001,-105.2842,-9.4,3.65
Tsimmerbude,90,RU,1613633552,85,54.675,20.1347,12.2,6.71
Verkhniye Kigi,100,RU,1613633552,89,55.4083,58.6044,9.28,8.79
Haverfordwest,82,GB,1613633552,94,51.8017,-4.9691,42.01,7.0
Buckeye,0,US,1613633303,17,33.3703,-112.5838,53.01,1.99
Ngunguru,55,NZ,1613633553,69,-35.6167,174.5,64.99,8.99
Santa Cruz de la Sierra,40,BO,1613633528,94,-17.8,-63.1667,73.4,3.44
Sindou,98,BF,1613633553,58,10.6667,-5.1667,78.22,3.29
Nouakchott,100,MR,1613633553,32,18.0858,-15.9785,64.4,6.91
Gold Coast,75,AU,1613633485,78,-28.0,153.4333,75.2,11.5
Clyde River,90,CA,1613633554,75,70.4692,-68.5914,-25.6,5.75
Christchurch,0,NZ,1613633357,63,-43.5333,172.6333,61.0,10.36
Fethiye,0,TR,1613633554,31,36.6217,29.1164,46.4,11.5
Minna,4,NG,1613633554,21,9.6139,6.5569,73.47,13.94
Berlevåg,75,NO,1613633555,68,70.8578,29.0864,24.8,8.05
Codrington,0,AU,1613633555,28,-38.2667,141.9667,88.95,10.18
Sakakah,0,SA,1613633555,32,29.9697,40.2064,50.0,25.32
Palencia,100,ES,1613633555,73,42.4167,-4.5,46.99,3.0
Alekseyevsk,100,RU,1613633555,94,57.8406,108.3492,13.68,6.13
Richards Bay,0,ZA,1613633308,68,-28.783,32.0377,78.39,4.09
Launceston,0,AU,1613633269,49,-41.45,147.1667,73.99,16.11
Sorbhog,0,IN,1613633556,25,26.5,90.8667,86.11,6.06
Batagay,87,RU,1613633556,83,67.6333,134.6333,-31.74,0.78
Gladstone,75,AU,1613633557,65,-23.85,151.25,78.8,17.27
Fomboni,99,KM,1613633557,79,-12.28,43.7425,82.9,11.34
Yuancheng,51,CN,1613633557,40,36.652,107.7896,50.68,9.84
Forsytheganj,83,BY,1613633557,93,52.6333,29.7333,4.64,11.05
Haines Junction,92,CA,1613633557,79,60.7522,-137.5108,21.2,2.3
Beckley,90,US,1613633558,86,37.7782,-81.1882,33.8,8.05
Acapulco de Juárez,2,MX,1613633558,78,16.8634,-99.8901,67.93,5.39
Doha,0,QA,1613633531,34,25.2867,51.5333,84.0,12.66
Shihezi,0,CN,1613633559,97,44.3,86.0333,28.13,5.12
Moyale,6,KE,1613633559,42,3.5167,39.0584,82.89,13.82
Moerai,100,PF,1613633559,76,-22.4333,-151.3333,80.49,12.37
Shibetsu,75,JP,1613633559,69,43.659,145.132,28.4,4.61
Paamiut,13,GL,1613633559,85,61.994,-49.6678,13.12,26.4
Pag,75,HR,1613633560,100,44.445,15.0575,39.2,4.61
Rodolfo Sánchez Taboada,0,MX,1613633560,40,31.7167,-116.5667,54.45,6.04
Athani,2,IN,1613633560,17,16.7333,75.0667,88.27,11.86
Krasnovishersk,0,RU,1613633560,86,60.4078,57.082,-6.02,0.6
San Ramon,1,US,1613633523,49,37.7799,-121.978,48.2,5.75
Bacolod City,100,PH,1613633561,69,10.6667,122.95,80.19,21.07
Souillac,40,MU,1613633561,66,-20.5167,57.5167,87.8,9.22
Tiznit Province,12,MA,1613633561,37,29.5833,-9.5,53.62,4.03
Catemaco,3,MX,1613633561,94,18.4167,-95.1167,63.93,1.41
Tete,75,MZ,1613633561,74,-16.1564,33.5867,84.2,4.61
Skovorodino,100,RU,1613633562,89,53.9833,123.9167,5.88,5.5
Aksu,0,CN,1613633562,37,41.1231,80.2644,53.17,4.68
Rabo de Peixe,75,PT,1613633562,72,37.8,-25.5833,59.0,17.27
Namatanai,100,PG,1613633562,75,-3.6667,152.4333,82.54,4.21
Porecatu,0,BR,1613633562,100,-22.7558,-51.3792,69.8,2.8
Avera,90,US,1613633563,95,33.194,-82.5271,44.6,5.75
Lata,75,PT,1613633563,82,40.1629,-8.3327,57.2,11.5
Raudeberg,40,NO,1613633563,52,61.9875,5.1352,42.8,17.72
Lyngdal,100,NO,1613633563,88,58.1376,7.07,37.0,11.01
Roebourne,0,AU,1613633564,59,-20.7833,117.1333,89.17,13.73
Atbasar,100,KZ,1613633564,95,51.8,68.3333,11.8,22.77
Samborondón,75,EC,1613633564,88,-1.95,-79.7333,77.0,10.36
Majene,86,ID,1613633564,68,-3.5403,118.9707,84.2,15.48
Rāvar,87,IR,1613633564,17,31.2656,56.8055,77.27,12.44
Otane,0,NZ,1613633565,69,-39.8833,176.6333,62.01,1.99
Griffith,90,US,1613633545,67,41.5284,-87.4237,17.6,3.44
Davila,20,PH,1613633565,51,18.4726,120.5763,82.4,20.71
Shevchenkove,90,UA,1613633565,79,49.6959,37.1735,14.0,4.47
Pesochnoye,5,RU,1613633565,90,58.006,39.1772,-3.17,5.19
Ahtopol,90,BG,1613633566,75,42.1,27.95,33.8,11.5
Viedma,0,AR,1613633566,64,-40.8135,-62.9967,65.75,11.72
Haverhill,1,US,1613633471,53,42.7762,-71.0773,21.99,4.61
Dana Point,1,US,1613633429,67,33.467,-117.6981,55.4,9.04
Sierra Vista,1,US,1613633409,27,31.5545,-110.3037,37.99,13.8
Jāfarpur,0,IN,1613633567,39,22.3208,88.2306,84.2,4.61
Jalingo,47,NG,1613633567,19,8.8833,11.3667,75.11,9.1
Ust'-Kulom,10,RU,1613633567,88,61.6864,53.6902,-10.95,3.69
Beringovskiy,9,RU,1613633567,86,63.05,179.3167,-19.3,6.64
Poso,78,ID,1613633568,68,-1.3959,120.7524,84.0,7.11
Marawi,100,PH,1613633568,81,7.9986,124.2928,81.0,13.0
Zhangjiakou,22,CN,1613633486,53,40.81,114.8794,41.97,0.4
Fergus Falls,90,US,1613633569,85,46.283,-96.0776,5.0,2.26
Bani Walid,5,LY,1613633569,33,31.7566,13.9942,55.92,2.48
Sinnamary,66,GF,1613633569,81,5.3833,-52.95,75.02,8.79
Tambopata,98,PE,1613633403,99,-12.7333,-69.1833,70.66,1.74
Erzin,0,TR,1613633569,46,36.9559,36.2,41.0,11.01
São Raimundo das Mangabeiras,100,BR,1613633570,94,-7.0219,-45.4811,72.32,0.45
Hay River,0,CA,1613633405,71,60.8156,-115.7999,-0.4,9.22
Burlington,90,US,1613633509,74,39.8835,-74.6413,26.01,5.28
Skibbereen,40,IE,1613633570,87,51.55,-9.2667,39.2,18.41
Alofi,98,NU,1613633570,94,-19.0595,-169.9187,77.0,3.44
Soto la Marina,0,MX,1613633571,89,23.7667,-98.2167,44.01,3.0
Nome,1,US,1613633571,50,64.5011,-165.4064,-0.4,9.22
Dali,10,CN,1613633571,28,25.7,100.1833,65.86,10.02
Luga,0,RU,1613633328,89,58.7372,29.8453,-6.9,2.1
Maceió,0,BR,1613633302,94,-9.6658,-35.7353,73.4,3.44
Takoradze,91,GH,1613633572,79,4.8845,-1.7554,81.84,5.06
Aliwal North,0,ZA,1613633572,17,-30.6937,26.7114,80.15,9.37
Henties Bay,0,NA,1613633572,91,-22.116,14.2845,62.01,1.01
Northam,100,GB,1613633572,89,51.0333,-4.2167,45.0,8.01
Doka,24,SD,1613633573,30,13.5167,35.7667,75.0,12.71
Galesong,40,ID,1613633573,89,-5.3166,119.3661,82.4,14.97
Penzance,20,GB,1613633573,76,50.1186,-5.5371,44.6,17.27
Marystown,83,CA,1613633441,92,47.1666,-55.1483,25.54,17.94
Krasnyy Yar,0,RU,1613633573,66,46.5331,48.3456,8.6,11.18
Cayenne,0,GF,1613633574,100,4.9333,-52.3333,69.8,9.91
Brigantine,75,US,1613633574,68,39.4101,-74.3646,30.0,7.43
Morón,40,AR,1613633459,94,-34.6534,-58.6198,66.99,2.39
Geraldton,75,AU,1613633574,43,-28.7667,114.6,73.4,24.16
Nagato,75,JP,1613633574,60,34.3833,131.2,39.0,14.97
Mogadishu,40,SO,1613633287,58,2.0371,45.3438,84.2,16.11
Hibbing,90,US,1613633575,85,47.4272,-92.9377,6.01,2.71
Bandarbeyla,99,SO,1613633575,55,9.4942,50.8122,78.75,11.07
Marsassoum,96,SN,1613633575,64,12.8275,-15.9806,75.2,4.61
Hobyo,100,SO,1613633575,63,5.3505,48.5268,80.8,14.07
Pāsighāt,44,IN,1613633576,24,28.0667,95.3333,84.49,3.29
Puebloviejo,65,CO,1613633576,63,10.9938,-74.2844,80.01,18.99
